timestamp, uuid, clocks_event_reasons.sw_thermal_slowdown, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W], clocks.current.sm [MHz]
2026/04/02 16:55:33.892, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.82, 300
2026/04/02 16:55:33.934, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 0, 0, 1, 24576, 31, 29.92, 300
2026/04/02 16:55:33.974, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 30.14, 300
2026/04/02 16:55:34.016, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.98, 300
2026/04/02 16:55:39.061, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.77, 300
2026/04/02 16:55:39.098, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 74, 19124, 24576, 39, 254.16, 1590
2026/04/02 16:55:39.105, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.99, 300
2026/04/02 16:55:39.142, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.77, 300
2026/04/02 16:55:44.179, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.73, 300
2026/04/02 16:55:44.216, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 43, 260.02, 1590
2026/04/02 16:55:44.222, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 30.08, 300
2026/04/02 16:55:44.257, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.48, 300
2026/04/02 16:55:49.293, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.83, 300
2026/04/02 16:55:49.329, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 46, 256.16, 1560
2026/04/02 16:55:49.335, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.48, 300
2026/04/02 16:55:49.371, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.65, 300
2026/04/02 16:55:54.407, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.62, 300
2026/04/02 16:55:54.443, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 49, 264.60, 1575
2026/04/02 16:55:54.450, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.83, 300
2026/04/02 16:55:54.486, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 23.05, 300
2026/04/02 16:55:59.523, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.89, 300
2026/04/02 16:55:59.559, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 78, 19124, 24576, 51, 252.93, 1620
2026/04/02 16:55:59.573, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.67, 300
2026/04/02 16:55:59.609, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.99, 300
2026/04/02 16:56:04.646, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.75, 300
2026/04/02 16:56:04.683, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 54, 260.29, 1545
2026/04/02 16:56:04.689, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.87, 300
2026/04/02 16:56:04.725, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.96, 300
2026/04/02 16:56:09.762, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.56, 300
2026/04/02 16:56:09.799, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 56, 247.63, 1530
2026/04/02 16:56:09.805, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 30.15, 300
2026/04/02 16:56:09.842, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 23.06, 300
2026/04/02 16:56:14.878, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.46, 300
2026/04/02 16:56:14.915, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 59, 251.26, 1530
2026/04/02 16:56:14.922, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.95, 300
2026/04/02 16:56:14.958, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.85, 300
2026/04/02 16:56:19.994, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.60, 300
2026/04/02 16:56:20.031, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 73, 19124, 24576, 60, 256.16, 1515
2026/04/02 16:56:20.038, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 30.07, 300
2026/04/02 16:56:20.074, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.82, 300
2026/04/02 16:56:25.111, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.64, 300
2026/04/02 16:56:25.148, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 62, 257.02, 1515
2026/04/02 16:56:25.155, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.91, 300
2026/04/02 16:56:25.193, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.87, 300
2026/04/02 16:56:30.230, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.58, 300
2026/04/02 16:56:30.266, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 63, 249.43, 1515
2026/04/02 16:56:30.273, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.59, 300
2026/04/02 16:56:30.309, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 23.04, 300
2026/04/02 16:56:35.346, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.69, 300
2026/04/02 16:56:35.382, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 64, 250.64, 1500
2026/04/02 16:56:35.388, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.91, 300
2026/04/02 16:56:35.424, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.98, 300
2026/04/02 16:56:40.460, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.77, 300
2026/04/02 16:56:40.498, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 74, 19124, 24576, 65, 261.20, 1485
2026/04/02 16:56:40.504, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.83, 300
2026/04/02 16:56:40.539, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.82, 300
2026/04/02 16:56:45.576, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.67, 300
2026/04/02 16:56:45.613, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 65, 251.78, 1485
2026/04/02 16:56:45.620, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 33, 29.70, 300
2026/04/02 16:56:45.656, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.87, 300
2026/04/02 16:56:50.693, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 33, 20.75, 300
2026/04/02 16:56:50.730, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 66, 257.89, 1470
2026/04/02 16:56:50.737, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.31, 300
2026/04/02 16:56:50.773, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.81, 300
2026/04/02 16:56:55.811, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.73, 300
2026/04/02 16:56:55.850, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 77, 19124, 24576, 66, 251.09, 1575
2026/04/02 16:56:55.863, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.62, 300
2026/04/02 16:56:55.899, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 23.03, 300
2026/04/02 16:57:00.938, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.56, 300
2026/04/02 16:57:00.975, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 82, 19124, 24576, 67, 257.21, 1485
2026/04/02 16:57:00.981, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.59, 300
2026/04/02 16:57:01.017, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.78, 300
2026/04/02 16:57:06.053, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.69, 300
2026/04/02 16:57:06.089, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 71, 19124, 24576, 67, 258.17, 1470
2026/04/02 16:57:06.098, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.83, 300
2026/04/02 16:57:06.135, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.82, 300
2026/04/02 16:57:11.170, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.74, 300
2026/04/02 16:57:11.207, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 255.49, 1470
2026/04/02 16:57:11.213, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.77, 300
2026/04/02 16:57:11.249, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.63, 300
2026/04/02 16:57:16.285, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.83, 300
2026/04/02 16:57:16.321, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 257.72, 1470
2026/04/02 16:57:16.327, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.38, 300
2026/04/02 16:57:16.363, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.90, 300
2026/04/02 16:57:21.400, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.90, 300
2026/04/02 16:57:21.436, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 67, 251.71, 1455
2026/04/02 16:57:21.443, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.52, 300
2026/04/02 16:57:21.478, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.86, 300
2026/04/02 16:57:26.515, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.93, 300
2026/04/02 16:57:26.552, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 254.43, 1470
2026/04/02 16:57:26.558, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.72, 300
2026/04/02 16:57:26.595, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.66, 300
2026/04/02 16:57:31.631, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.81, 300
2026/04/02 16:57:31.668, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 67, 246.96, 1470
2026/04/02 16:57:31.675, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.45, 300
2026/04/02 16:57:31.711, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.94, 300
2026/04/02 16:57:36.748, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.94, 300
2026/04/02 16:57:36.785, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 71, 19124, 24576, 67, 250.85, 1485
2026/04/02 16:57:36.795, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.62, 300
2026/04/02 16:57:36.831, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.69, 300
2026/04/02 16:57:41.867, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.70, 300
2026/04/02 16:57:41.904, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 254.68, 1470
2026/04/02 16:57:41.910, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.65, 300
2026/04/02 16:57:41.947, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.87, 300
2026/04/02 16:57:46.983, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.82, 300
2026/04/02 16:57:47.019, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 260.47, 1470
2026/04/02 16:57:47.027, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.34, 300
2026/04/02 16:57:47.063, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.80, 300
2026/04/02 16:57:52.100, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.94, 300
2026/04/02 16:57:52.137, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 251.41, 1470
2026/04/02 16:57:52.144, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.71, 300
2026/04/02 16:57:52.180, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.86, 300
2026/04/02 16:57:57.217, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 21.06, 300
2026/04/02 16:57:57.254, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 72, 19124, 24576, 67, 259.79, 1470
2026/04/02 16:57:57.261, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.60, 300
2026/04/02 16:57:57.298, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.78, 300
2026/04/02 16:58:02.334, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.85, 300
2026/04/02 16:58:02.371, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 67, 245.43, 1470
2026/04/02 16:58:02.379, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.63, 300
2026/04/02 16:58:02.414, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 33, 22.77, 300
2026/04/02 16:58:07.450, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.81, 300
2026/04/02 16:58:07.487, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 249.18, 1455
2026/04/02 16:58:07.497, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.61, 300
2026/04/02 16:58:07.533, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.11, 300
2026/04/02 16:58:12.569, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 32, 20.79, 300
2026/04/02 16:58:12.606, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 67, 248.93, 1470
2026/04/02 16:58:12.613, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.83, 300
2026/04/02 16:58:12.649, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.87, 300
2026/04/02 16:58:17.686, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 21.01, 300
2026/04/02 16:58:17.723, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 73, 19124, 24576, 68, 261.07, 1470
2026/04/02 16:58:17.730, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.47, 300
2026/04/02 16:58:17.766, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.91, 300
2026/04/02 16:58:22.802, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.87, 300
2026/04/02 16:58:22.838, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 77, 19124, 24576, 67, 257.36, 1470
2026/04/02 16:58:22.847, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.27, 300
2026/04/02 16:58:22.883, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.94, 300
2026/04/02 16:58:27.919, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.66, 300
2026/04/02 16:58:27.956, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 77, 19124, 24576, 67, 258.98, 1470
2026/04/02 16:58:27.963, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.84, 300
2026/04/02 16:58:27.999, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.18, 300
2026/04/02 16:58:33.036, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.74, 300
2026/04/02 16:58:33.073, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 251.12, 1485
2026/04/02 16:58:33.080, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.75, 300
2026/04/02 16:58:33.116, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.21, 300
2026/04/02 16:58:38.152, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.77, 300
2026/04/02 16:58:38.190, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 81, 19124, 24576, 67, 246.50, 1485
2026/04/02 16:58:38.197, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.67, 300
2026/04/02 16:58:38.233, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.63, 300
2026/04/02 16:58:43.269, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.83, 300
2026/04/02 16:58:43.306, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 83, 19124, 24576, 67, 260.45, 1485
2026/04/02 16:58:43.313, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.64, 300
2026/04/02 16:58:43.349, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.16, 300
2026/04/02 16:58:48.385, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.80, 300
2026/04/02 16:58:48.421, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 256.88, 1470
2026/04/02 16:58:48.429, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.83, 300
2026/04/02 16:58:48.465, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.27, 300
2026/04/02 16:58:53.501, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.82, 300
2026/04/02 16:58:53.538, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 75, 19124, 24576, 67, 255.04, 1470
2026/04/02 16:58:53.545, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.44, 300
2026/04/02 16:58:53.580, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 22.98, 300
2026/04/02 16:58:58.617, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.71, 300
2026/04/02 16:58:58.653, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 76, 19124, 24576, 67, 247.20, 1470
2026/04/02 16:58:58.660, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 29.93, 300
2026/04/02 16:58:58.696, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.02, 300
2026/04/02 16:59:03.734, GPU-91bec788-61b7-e51c-eeae-a6cdd03f11af, Not Active, 0, 0, 1, 24576, 31, 20.92, 300
2026/04/02 16:59:03.770, GPU-a723c805-7055-2b43-eb46-b37926a7520d, Not Active, 100, 77, 19124, 24576, 67, 255.04, 1455
2026/04/02 16:59:03.780, GPU-28720b7d-e6b0-a185-d30b-2ec27cb12532, Not Active, 0, 0, 1, 24576, 32, 30.05, 300
2026/04/02 16:59:03.815, GPU-a267a57f-d55d-8277-421e-50df32f51d78, Not Active, 0, 0, 1, 24576, 32, 23.05, 300
